CVE_ENT,CVE_MUN,NOM_ENT,NOM_MUN,NOMTIPO,COBERTURA,GM,FACTOR_UNO,MUN_AFRO,PTOT,PTOT*,P3MAS,P3MAS*,PIND,PIND*,RESP,RESP*,PHLI,PHLI*,PADI,PADI*,PAFRO,PAFRO*,P3a17T,P3a17T*,P3a17I,P3a17I*,P3a17R,P3a17R*,P3a17HLI,P3a17HLI*,P3a17AI,P3a17AI*,P3a17AF,P3a17AF*,P3a5T,P3a5T*,P3a5I,P3a5I*,P3a5R,P3a5R*,P3a5HLI,P3a5HLI*,P3a5AI,P3a5AI*,P6a11T,P6a11T*,P6a11I,P6a11I*,P6a11R,P6a11R*,P6a11HLI,P6a11HLI*,P6a11AI,P6a11AI*,P12a14T,P12a14T*,P12a14I,P12a14I*,P12a14R,P12a14R*,P12a14HLI,P12a14HLI*,P12a14AI,P12a14AI*,P15a17T,P15a17T*,P15a17I,P15a17I*,P15a17R,P15a17R*,P15a17HLI,P15a17HLI*,P15a17AI,P15a17AI*,PA3a17T,PA3a17T*,PA3a17I,PA3a17I*,PA3a17R,PA3a17R*,PA3a17HLI,PA3a17HLI*,PA3a17AI,PA3a17AI*,PA3a5T,PA3a5T*,PA3a5I,PA3a5I*,PA3a5R,PA3a5R*,PA3a5HLI,PA3a5HLI*,PA3a5AI,PA3a5AI*,PA6a11T,PA6a11T*,PA6a11I,PA6a11I*,PA6a11R,PA6a11R*,PA6a11HLI,PA6a11HLI*,PA6a11AI,PA6a11AI*,PA12a14T,PA12a14T*,PA12a14I,PA12a14I*,PA12a14R,PA12a14R*,PA12a14HLI,PA12a14HLI*,PA12a14AI,PA12a14AI*,PA15a17T,PA15a17T*,PA15a17I,PA15a17I*,PA15a17R,PA15a17R*,PA15a17HLI,PA15a17HLI*,PA15a17AI,PA15a17AI*,PANALF_T,PANALF_T*,PANALF_I,PANALF_I*,PANALF_R,PANALF_R*,PANALF_HLI,PANALF_HLI*,PANALF_AI,PANALF_AI*,PANALF_AF,PANALF_AF*,PEB_20a29_T,PEB_20a29_T*,PEB_20a29_I,PEB_20a29_I*,PEB_20a29_R,PEB_20a29_R*,PEB_20a29_HLI,PEB_20a29_HLI*,PEB_20a29_AI,PEB_20a29_AI*,PEMS_20a29_T,PEMS_20a29_T*,PEMS_20a29_I,PEMS_20a29_I*,PEMS_20a29_R,PEMS_20a29_R*,PEMS_20a29_HLI,PEMS_20a29_HLI*,PEMS_20a29_AI,PEMS_20a29_AI*,P_P,P_PE,P_PM,P_VC,P_VI,P_NP
30,152,Veracruz,Tampico Alto,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,12320,,11908,,344,*,11976,,152,*,1758,,n.a.,,3086,,88,*,2998,,20,*,390,*,n.a.,,590,,n.a.,,n.a.,,n.a.,,n.a.,,1164,,n.a.,,n.a.,,n.a.,,n.a.,,682,,n.a.,,n.a.,,n.a.,,n.a.,,650,,n.a.,,n.a.,,n.a.,,n.a.,,2720,,n.a.,,n.a.,,n.a.,,n.a.,,374,,n.a.,,n.a.,,n.a.,,n.a.,,1156,,n.a.,,n.a.,,n.a.,,n.a.,,654,,n.a.,,n.a.,,n.a.,,n.a.,,536,,n.a.,,n.a.,,n.a.,,n.a.,,814,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1076,,n.a.,,n.a.,,n.a.,,n.a.,,576,,n.a.,,n.a.,,n.a.,,n.a.,,8812,1542,7271,5232,310,801
30,153,Veracruz,Tancoco,Municipio con población indígena dispera,Municipio muestreado,Alto,0,1,5792,,5541,,1256,,4536,,510,,3267,,840,,1498,,239,*,1259,,2,*,768,,192,*,261,,n.a.,,n.a.,,n.a.,,n.a.,,600,,n.a.,,n.a.,,n.a.,,n.a.,,345,,n.a.,,n.a.,,n.a.,,n.a.,,292,,n.a.,,n.a.,,n.a.,,n.a.,,1349,,n.a.,,n.a.,,n.a.,,n.a.,,180,,n.a.,,n.a.,,n.a.,,n.a.,,592,,n.a.,,n.a.,,n.a.,,n.a.,,331,,n.a.,,n.a.,,n.a.,,n.a.,,246,,n.a.,,n.a.,,n.a.,,n.a.,,501,,n.a.,,n.a.,,n.a.,,n.a.,,84,*,670,,n.a.,,n.a.,,n.a.,,n.a.,,387,,n.a.,,n.a.,,n.a.,,n.a.,,3782,1048,2735,1585,120,274
30,154,Veracruz,Tantima,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,12983,,12478,,1751,,11232,,832,,5687,,n.a.,,3468,,320,*,3148,,7,*,1397,,n.a.,,539,,n.a.,,n.a.,,n.a.,,n.a.,,1312,,n.a.,,n.a.,,n.a.,,n.a.,,822,,n.a.,,n.a.,,n.a.,,n.a.,,795,,n.a.,,n.a.,,n.a.,,n.a.,,3037,,n.a.,,n.a.,,n.a.,,n.a.,,301,,n.a.,,n.a.,,n.a.,,n.a.,,1295,,n.a.,,n.a.,,n.a.,,n.a.,,793,,n.a.,,n.a.,,n.a.,,n.a.,,648,,n.a.,,n.a.,,n.a.,,n.a.,,1262,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1190,,n.a.,,n.a.,,n.a.,,n.a.,,648,,n.a.,,n.a.,,n.a.,,n.a.,,10938,2347,8591,5834,25,238
30,155,Veracruz,Tantoyuca,Municipio indígena,Municipio muestreado,Alto,0,0,103616,,97970,,67021,,36595,,47180,,78991,,n.a.,,34598,,23756,,10842,,14512,,26472,,n.a.,,6265,,3973,,2292,,2050,,4502,,13758,,9318,,4440,,5911,,10608,,7756,,5658,,2098,,3647,,6023,,6819,,4807,,2012,,2904,,5339,,30802,,20897,,9905,,12784,,23586,,4219,,2594,,1625,,1364,,3065,,13608,,9220,,4388,,5852,,10487,,7524,,5464,,2060,,3523,,5834,,5451,,3619,,1832,,2045,,4200,,8969,,7127,,1842,,6666,,7946,,n.a.,,10340,,5623,,4717,,3448,,7036,,6112,,2879,,3233,,1344,*,3823,,80513,30101,50412,22426,1101,4097
30,156,Veracruz,Tatatila,Municipio con población indígena dispera,Municipio censado,Alto,1,1,5767,,5342,,15,,5752,,5,,213,,11,,2037,,7,,2030,,1,,75,,1,,411,,n.a.,,n.a.,,n.a.,,n.a.,,792,,n.a.,,n.a.,,n.a.,,n.a.,,449,,n.a.,,n.a.,,n.a.,,n.a.,,385,,n.a.,,n.a.,,n.a.,,n.a.,,1542,,n.a.,,n.a.,,n.a.,,n.a.,,200,,n.a.,,n.a.,,n.a.,,n.a.,,770,,n.a.,,n.a.,,n.a.,,n.a.,,396,,n.a.,,n.a.,,n.a.,,n.a.,,176,,n.a.,,n.a.,,n.a.,,n.a.,,664,,n.a.,,n.a.,,n.a.,,n.a.,,1,,481,,n.a.,,n.a.,,n.a.,,n.a.,,170,,n.a.,,n.a.,,n.a.,,n.a.,,5005,1781,3223,654,38,41
30,157,Veracruz,Castillo de Teayo,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,20037,,19079,,4549,,15488,,1745,,9300,,n.a.,,5431,,1064,,4367,,46,*,2465,,n.a.,,1007,,n.a.,,n.a.,,n.a.,,n.a.,,1960,,n.a.,,n.a.,,n.a.,,n.a.,,1226,,n.a.,,n.a.,,n.a.,,n.a.,,1238,,n.a.,,n.a.,,n.a.,,n.a.,,4726,,n.a.,,n.a.,,n.a.,,n.a.,,636,,n.a.,,n.a.,,n.a.,,n.a.,,1912,,n.a.,,n.a.,,n.a.,,n.a.,,1183,,n.a.,,n.a.,,n.a.,,n.a.,,995,,n.a.,,n.a.,,n.a.,,n.a.,,1798,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2374,,n.a.,,n.a.,,n.a.,,n.a.,,1524,,n.a.,,n.a.,,n.a.,,n.a.,,17160,4735,12424,5993,113,527
30,158,Veracruz,Tecolutla,Municipio con población indígena dispera,Municipio muestreado,Alto,0,1,23865,,22838,,2530,,21335,,1080,,14739,,2519,,6219,,506,*,5713,,51,*,3754,,645,,1227,,n.a.,,n.a.,,n.a.,,n.a.,,2418,,n.a.,,n.a.,,n.a.,,n.a.,,1302,,n.a.,,n.a.,,n.a.,,n.a.,,1272,,n.a.,,n.a.,,n.a.,,n.a.,,5280,,n.a.,,n.a.,,n.a.,,n.a.,,735,,n.a.,,n.a.,,n.a.,,n.a.,,2371,,n.a.,,n.a.,,n.a.,,n.a.,,1225,,n.a.,,n.a.,,n.a.,,n.a.,,949,,n.a.,,n.a.,,n.a.,,n.a.,,1743,,n.a.,,n.a.,,n.a.,,n.a.,,175,*,2568,,n.a.,,n.a.,,n.a.,,n.a.,,1455,,n.a.,,n.a.,,n.a.,,n.a.,,20067,4520,15547,8883,246,774
30,159,Veracruz,Tehuipango,Municipio indígena,Municipio censado,Muy alto,1,1,26322,,24360,,26320,,2,,24266,,25884,,1157,,10270,,10270,,0,,10218,,10109,,414,,2125,,2125,,0,,2104,,2085,,4310,,4310,,0,,4288,,4246,,2149,,2149,,0,,2145,,2115,,1686,,1686,,0,,1681,,1663,,8397,,8397,,n.a.,,8366,,8264,,1321,,1321,,n.a.,,1314,,1298,,4207,,4207,,n.a.,,4188,,4144,,1924,,1924,,n.a.,,1921,,1891,,945,,945,,n.a.,,943,,931,,7340,,7340,,n.a.,,7333,,7257,,365,,1881,,1881,,n.a.,,1873,,1855,,892,,892,,n.a.,,886,,880,,25278,18284,6994,900,3,6
30,160,Veracruz,Álamo Temapache,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,104694,,99424,,20357,,84337,,8893,,49312,,n.a.,,28049,,5009,,23040,,443,*,12556,,n.a.,,4933,,776,*,4157,,36,*,2163,,10945,,1868,,9077,,142,*,4900,,6154,,1128,*,5026,,167,*,2783,,6017,,1237,*,4780,,98,*,2710,,24289,,4533,,19756,,415,,10822,,2910,,578,,2332,,36,,1322,,10772,,1846,,8926,,138,,4810,,5846,,1090,,4756,,167,,2599,,4761,,1019,,3742,,74,*,2091,,7287,,2707,,4580,,2263,,4491,,n.a.,,13469,,2344,,11125,,528,,5892,,7990,,1379,,6611,,320,*,3314,,83294,20306,62987,33734,1358,5044
30,161,Veracruz,Tempoal,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,35823,,34292,,5578,,30245,,2801,,15183,,n.a.,,10614,,2060,,8554,,606,*,4812,,n.a.,,1913,,309,*,1604,,75,*,841,,4221,,839,,3382,,223,*,1897,,2337,,464,*,1873,,157,*,1106,,2143,,448,*,1695,,151,*,968,,9456,,1858,,7598,,544,,4295,,1361,,237,,1124,,65,*,615,,4160,,830,,3330,,223,,1880,,2223,,446,,1777,,148,,1051,,1712,,345,,1367,,108,*,749,,4121,,875,,3246,,671,,1908,,n.a.,,3138,,294,*,2844,,105,*,1170,,1777,,141,*,1636,,42,*,625,,27795,7677,20118,8715,473,1791
30,162,Veracruz,Tenampa,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,6677,,6295,,54,*,6623,,20,*,1760,,n.a.,,1904,,14,*,1890,,4,*,477,,n.a.,,349,,n.a.,,n.a.,,n.a.,,n.a.,,730,,n.a.,,n.a.,,n.a.,,n.a.,,419,,n.a.,,n.a.,,n.a.,,n.a.,,406,,n.a.,,n.a.,,n.a.,,n.a.,,1374,,n.a.,,n.a.,,n.a.,,n.a.,,150,*,n.a.,,n.a.,,n.a.,,n.a.,,700,,n.a.,,n.a.,,n.a.,,n.a.,,311,,n.a.,,n.a.,,n.a.,,n.a.,,213,*,n.a.,,n.a.,,n.a.,,n.a.,,832,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,593,,n.a.,,n.a.,,n.a.,,n.a.,,289,*,n.a.,,n.a.,,n.a.,,n.a.,,4985,1158,3827,1598,14,46
30,163,Veracruz,Tenochtitlán,Municipio con población indígena dispera,Municipio censado,Alto,1,1,5189,,4881,,32,,5157,,15,,642,,15,,1761,,16,,1745,,5,,211,,4,,322,,n.a.,,n.a.,,n.a.,,n.a.,,667,,n.a.,,n.a.,,n.a.,,n.a.,,383,,n.a.,,n.a.,,n.a.,,n.a.,,389,,n.a.,,n.a.,,n.a.,,n.a.,,1421,,n.a.,,n.a.,,n.a.,,n.a.,,145,,n.a.,,n.a.,,n.a.,,n.a.,,646,,n.a.,,n.a.,,n.a.,,n.a.,,345,,n.a.,,n.a.,,n.a.,,n.a.,,285,,n.a.,,n.a.,,n.a.,,n.a.,,487,,n.a.,,n.a.,,n.a.,,n.a.,,0,,382,,n.a.,,n.a.,,n.a.,,n.a.,,205,,n.a.,,n.a.,,n.a.,,n.a.,,4334,1531,2803,757,31,40
30,164,Veracruz,Teocelo,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,16480,,15694,,98,*,16382,,32,*,1299,,n.a.,,4334,,30,*,4304,,3,*,289,*,n.a.,,809,,n.a.,,n.a.,,n.a.,,n.a.,,1781,,n.a.,,n.a.,,n.a.,,n.a.,,925,,n.a.,,n.a.,,n.a.,,n.a.,,819,,n.a.,,n.a.,,n.a.,,n.a.,,3638,,n.a.,,n.a.,,n.a.,,n.a.,,448,,n.a.,,n.a.,,n.a.,,n.a.,,1721,,n.a.,,n.a.,,n.a.,,n.a.,,864,,n.a.,,n.a.,,n.a.,,n.a.,,605,,n.a.,,n.a.,,n.a.,,n.a.,,1007,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1987,,n.a.,,n.a.,,n.a.,,n.a.,,1219,,n.a.,,n.a.,,n.a.,,n.a.,,10229,1309,8919,3817,556,1128
30,165,Veracruz,Tepatlaxco,Municipio con población indígena dispera,Municipio muestreado,Muy alto,0,0,8417,,7917,,53,*,8364,,23,*,1127,,n.a.,,2546,,20,*,2526,,6,*,345,*,n.a.,,522,,n.a.,,n.a.,,n.a.,,n.a.,,979,,n.a.,,n.a.,,n.a.,,n.a.,,524,,n.a.,,n.a.,,n.a.,,n.a.,,521,,n.a.,,n.a.,,n.a.,,n.a.,,1965,,n.a.,,n.a.,,n.a.,,n.a.,,272,,n.a.,,n.a.,,n.a.,,n.a.,,945,,n.a.,,n.a.,,n.a.,,n.a.,,441,,n.a.,,n.a.,,n.a.,,n.a.,,307,,n.a.,,n.a.,,n.a.,,n.a.,,884,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,882,,n.a.,,n.a.,,n.a.,,n.a.,,370,,n.a.,,n.a.,,n.a.,,n.a.,,6426,2059,4367,1856,26,66
30,166,Veracruz,Tepetlán,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,9668,,9180,,12,*,9656,,2,*,359,*,n.a.,,2524,,2,*,2522,,0,,85,*,n.a.,,458,,n.a.,,n.a.,,n.a.,,n.a.,,946,,n.a.,,n.a.,,n.a.,,n.a.,,570,,n.a.,,n.a.,,n.a.,,n.a.,,550,,n.a.,,n.a.,,n.a.,,n.a.,,1894,,n.a.,,n.a.,,n.a.,,n.a.,,240,,n.a.,,n.a.,,n.a.,,n.a.,,913,,n.a.,,n.a.,,n.a.,,n.a.,,486,,n.a.,,n.a.,,n.a.,,n.a.,,255,,n.a.,,n.a.,,n.a.,,n.a.,,1537,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,807,,n.a.,,n.a.,,n.a.,,n.a.,,350,,n.a.,,n.a.,,n.a.,,n.a.,,6665,1238,5427,2524,171,259
30,167,Veracruz,Tepetzintla,Municipio con población indígena dispera,Municipio muestreado,Alto,0,1,14736,,13953,,4717,,10019,,1911,,10951,,2003,,4101,,1106,,2995,,36,*,2945,,548,,695,,n.a.,,n.a.,,n.a.,,n.a.,,1571,,n.a.,,n.a.,,n.a.,,n.a.,,910,,n.a.,,n.a.,,n.a.,,n.a.,,925,,n.a.,,n.a.,,n.a.,,n.a.,,3599,,n.a.,,n.a.,,n.a.,,n.a.,,448,,n.a.,,n.a.,,n.a.,,n.a.,,1557,,n.a.,,n.a.,,n.a.,,n.a.,,889,,n.a.,,n.a.,,n.a.,,n.a.,,705,,n.a.,,n.a.,,n.a.,,n.a.,,1203,,n.a.,,n.a.,,n.a.,,n.a.,,177,*,1578,,n.a.,,n.a.,,n.a.,,n.a.,,952,,n.a.,,n.a.,,n.a.,,n.a.,,11763,3721,8042,3241,146,439
30,168,Veracruz,Tequila,Municipio indígena,Municipio muestreado,Muy alto,0,0,15018,,13984,,14074,,944,,11665,,14767,,n.a.,,5520,,5131,,389,*,4228,,5435,,n.a.,,1075,,1013,,62,*,751,,1050,,2263,,2096,,167,*,1769,,2231,,1168,,1073,,95,*,904,,1151,,1014,,949,,65,*,804,,1003,,4358,,4020,,338,,3291,,4299,,580,,548,,32,*,415,,570,,2199,,2032,,167,,1711,,2170,,1014,,919,,95,,759,,999,,565,,521,,44,*,406,,560,,2477,,2348,,129,*,2287,,2447,,n.a.,,1279,,1182,,97,*,1014,,1259,,746,,689,,57,*,572,,730,,9681,4456,5225,1378,43,42
30,169,Veracruz,José Azueta,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,22923,,21736,,1134,,21789,,638,,3677,,n.a.,,6158,,297,*,5861,,105,*,931,,n.a.,,1209,,n.a.,,n.a.,,n.a.,,n.a.,,2315,,n.a.,,n.a.,,n.a.,,n.a.,,1395,,n.a.,,n.a.,,n.a.,,n.a.,,1239,,n.a.,,n.a.,,n.a.,,n.a.,,5010,,n.a.,,n.a.,,n.a.,,n.a.,,676,,n.a.,,n.a.,,n.a.,,n.a.,,2238,,n.a.,,n.a.,,n.a.,,n.a.,,1240,,n.a.,,n.a.,,n.a.,,n.a.,,856,,n.a.,,n.a.,,n.a.,,n.a.,,2537,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2282,,n.a.,,n.a.,,n.a.,,n.a.,,1193,,n.a.,,n.a.,,n.a.,,n.a.,,17547,3535,14012,6503,390,843
30,170,Veracruz,Texcatepec,Municipio indígena,Municipio censado,Muy alto,0,0,10934,,10330,,9241,,1693,,7871,,10058,,n.a.,,3995,,3394,,601,,2827,,3660,,n.a.,,674,,586,,88,*,419,,619,,1640,,1410,,230,,1172,,1502,,936,,776,,160,*,675,,849,,745,,622,,123,*,561,,690,,3408,,2921,,487,,2402,,3137,,571,,511,,60,*,365,,533,,1591,,1364,,227,,1129,,1454,,821,,685,,136,,592,,754,,425,,361,,64,*,316,,396,,2327,,2010,,317,,1967,,2166,,n.a.,,700,,609,,91,*,548,,660,,280,,251,,29,*,219,*,267,,10269,6182,4088,587,7,14
30,171,Veracruz,Texhuacán,Municipio indígena,Municipio censado,Muy alto,1,1,5284,,4997,,5082,,202,,3501,,5190,,13,,1738,,1671,,67,,780,,1702,,1,,350,,329,,21,,89,,337,,676,,651,,25,,309,,666,,381,,369,,12,,209,,374,,331,,322,,9,,173,,325,,1459,,1399,,60,,647,,1425,,240,,223,,17,,64,,228,,667,,642,,25,,303,,657,,347,,335,,12,,188,,340,,205,,199,,6,,92,,200,,854,,845,,9,,801,,852,,5,,529,,501,,28,,347,,517,,319,,302,,17,,190,,311,,4543,2224,2320,684,6,24
30,172,Veracruz,Texistepec,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,20887,,19890,,1587,,19300,,547,*,9343,,n.a.,,5939,,342,*,5597,,18,*,2449,,n.a.,,1202,,n.a.,,n.a.,,n.a.,,n.a.,,2289,,n.a.,,n.a.,,n.a.,,n.a.,,1254,,n.a.,,n.a.,,n.a.,,n.a.,,1194,,n.a.,,n.a.,,n.a.,,n.a.,,5079,,n.a.,,n.a.,,n.a.,,n.a.,,799,,n.a.,,n.a.,,n.a.,,n.a.,,2250,,n.a.,,n.a.,,n.a.,,n.a.,,1158,,n.a.,,n.a.,,n.a.,,n.a.,,872,,n.a.,,n.a.,,n.a.,,n.a.,,1722,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2259,,n.a.,,n.a.,,n.a.,,n.a.,,1332,,n.a.,,n.a.,,n.a.,,n.a.,,16181,4090,12091,5844,202,456
30,173,Veracruz,Tezonapa,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,56956,,53640,,20175,,36781,,12081,,29717,,n.a.,,17471,,6541,,10930,,2629,,9437,,n.a.,,3351,,1070,,2281,,308,*,1798,,6836,,2534,,4302,,968,,3672,,3844,,1592,,2252,,729,*,2115,,3440,,1345,,2095,,624,*,1852,,13967,,5208,,8759,,2139,,7436,,1598,,556,,1042,,182,*,893,,6586,,2450,,4136,,940,,3557,,3500,,1413,,2087,,647,,1879,,2283,,789,,1494,,370,*,1107,,5954,,3286,,2668,,2856,,4135,,n.a.,,5550,,1497,,4053,,912,,2310,,2958,,723,*,2235,,460,*,996,,44620,14951,29669,13666,648,1579
30,174,Veracruz,Tierra Blanca,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,106277,,101309,,3351,,102926,,2217,,7166,,n.a.,,24015,,832,*,23183,,378,*,1205,*,n.a.,,5083,,n.a.,,n.a.,,n.a.,,n.a.,,9324,,n.a.,,n.a.,,n.a.,,n.a.,,4332,,n.a.,,n.a.,,n.a.,,n.a.,,5276,,n.a.,,n.a.,,n.a.,,n.a.,,20262,,n.a.,,n.a.,,n.a.,,n.a.,,2890,,n.a.,,n.a.,,n.a.,,n.a.,,9091,,n.a.,,n.a.,,n.a.,,n.a.,,4099,,n.a.,,n.a.,,n.a.,,n.a.,,4182,,n.a.,,n.a.,,n.a.,,n.a.,,6571,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,15033,,n.a.,,n.a.,,n.a.,,n.a.,,10403,,n.a.,,n.a.,,n.a.,,n.a.,,56793,9149,47643,32822,5269,16081
30,175,Veracruz,Tihuatlán,Municipio con presencia indígena,Municipio muestreado,Alto,0,0,96418,,91031,,8150,,88268,,2963,,39721,,n.a.,,27980,,2263,,25717,,170,*,11411,,n.a.,,5410,,397,*,5013,,5,*,2159,,10869,,786,*,10083,,80,*,4368,,5934,,516,*,5418,,15,*,2560,,5767,,564,*,5203,,70,*,2324,,23064,,1726,,21338,,135,*,9472,,2567,,169,*,2398,,5,,1055,,10568,,749,,9819,,80,,4249,,5540,,445,,5095,,10,*,2408,,4389,,363,*,4026,,40,*,1760,,5975,,1310,*,4665,,996,*,2875,,n.a.,,12381,,813,,11568,,148,*,4793,,7765,,458,*,7307,,63,*,2754,,69286,13952,55334,45670,1441,5827
30,176,Veracruz,Tlacojalpan,Municipio con población indígena dispera,Municipio muestreado,Alto,0,1,4953,,4757,,27,*,4926,,11,*,522,,1058,,1295,,6,*,1289,,0,,106,*,253,*,252,,n.a.,,n.a.,,n.a.,,n.a.,,510,,n.a.,,n.a.,,n.a.,,n.a.,,262,,n.a.,,n.a.,,n.a.,,n.a.,,271,,n.a.,,n.a.,,n.a.,,n.a.,,1071,,n.a.,,n.a.,,n.a.,,n.a.,,168,,n.a.,,n.a.,,n.a.,,n.a.,,488,,n.a.,,n.a.,,n.a.,,n.a.,,226,,n.a.,,n.a.,,n.a.,,n.a.,,189,,n.a.,,n.a.,,n.a.,,n.a.,,420,*,n.a.,,n.a.,,n.a.,,n.a.,,83,*,476,,n.a.,,n.a.,,n.a.,,n.a.,,249,*,n.a.,,n.a.,,n.a.,,n.a.,,3532,822,2710,666,450,275
30,177,Veracruz,Tlacolulan,Municipio con población indígena dispera,Municipio muestreado,Alto,0,0,11431,,10579,,73,*,11358,,25,*,2893,,n.a.,,3913,,14,*,3899,,6,*,945,,n.a.,,898,,n.a.,,n.a.,,n.a.,,n.a.,,1513,,n.a.,,n.a.,,n.a.,,n.a.,,776,,n.a.,,n.a.,,n.a.,,n.a.,,726,,n.a.,,n.a.,,n.a.,,n.a.,,3074,,n.a.,,n.a.,,n.a.,,n.a.,,427,,n.a.,,n.a.,,n.a.,,n.a.,,1486,,n.a.,,n.a.,,n.a.,,n.a.,,732,,n.a.,,n.a.,,n.a.,,n.a.,,429,,n.a.,,n.a.,,n.a.,,n.a.,,965,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1326,,n.a.,,n.a.,,n.a.,,n.a.,,529,,n.a.,,n.a.,,n.a.,,n.a.,,7617,1267,6351,2118,78,281
30,178,Veracruz,Tlacotalpan,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,13421,,12916,,20,*,13401,,10,*,414,*,n.a.,,2965,,6,*,2959,,2,*,102,*,n.a.,,563,,n.a.,,n.a.,,n.a.,,n.a.,,1080,,n.a.,,n.a.,,n.a.,,n.a.,,630,,n.a.,,n.a.,,n.a.,,n.a.,,692,,n.a.,,n.a.,,n.a.,,n.a.,,2550,,n.a.,,n.a.,,n.a.,,n.a.,,434,,n.a.,,n.a.,,n.a.,,n.a.,,1054,,n.a.,,n.a.,,n.a.,,n.a.,,585,,n.a.,,n.a.,,n.a.,,n.a.,,477,,n.a.,,n.a.,,n.a.,,n.a.,,1403,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1324,,n.a.,,n.a.,,n.a.,,n.a.,,822,,n.a.,,n.a.,,n.a.,,n.a.,,8613,1215,7398,4674,396,1166
30,179,Veracruz,Tlacotepec de Mejía,Municipio con población indígena dispera,Municipio censado,Medio,1,1,3833,,3633,,2,,3831,,2,,630,,163,,1098,,0,,1098,,0,,165,,27,,219,,n.a.,,n.a.,,n.a.,,n.a.,,422,,n.a.,,n.a.,,n.a.,,n.a.,,215,,n.a.,,n.a.,,n.a.,,n.a.,,242,,n.a.,,n.a.,,n.a.,,n.a.,,861,,n.a.,,n.a.,,n.a.,,n.a.,,119,,n.a.,,n.a.,,n.a.,,n.a.,,409,,n.a.,,n.a.,,n.a.,,n.a.,,183,,n.a.,,n.a.,,n.a.,,n.a.,,150,,n.a.,,n.a.,,n.a.,,n.a.,,201,,n.a.,,n.a.,,n.a.,,n.a.,,10,,362,,n.a.,,n.a.,,n.a.,,n.a.,,192,,n.a.,,n.a.,,n.a.,,n.a.,,2754,549,2205,900,53,107
30,180,Veracruz,Tlachichilco,Municipio indígena,Municipio muestreado,Alto,0,0,11630,,11063,,7773,,3857,,6499,,8351,,n.a.,,3757,,2476,,1281,,1896,,2639,,n.a.,,637,,418,,219,,262,,446,,1483,,959,,524,,717,,1011,,880,,596,,284,,495,,636,,757,,503,,254,,422,,546,,3309,,2248,,1061,,1721,,2368,,494,,369,,125,*,233,,373,,1453,,945,,508,,711,,991,,823,,562,,261,,468,,598,,539,,372,,167,,309,,406,,2007,,1438,,569,,1402,,1510,,n.a.,,859,,583,,276,,489,,632,,438,,292,*,146,*,243,*,324,*,8643,2846,5797,1472,17,48
30,181,Veracruz,Tlalixcoyan,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,37857,,36069,,282,*,37575,,154,*,3360,,n.a.,,9088,,75,*,9013,,24,*,740,*,n.a.,,1759,,n.a.,,n.a.,,n.a.,,n.a.,,3406,,n.a.,,n.a.,,n.a.,,n.a.,,2005,,n.a.,,n.a.,,n.a.,,n.a.,,1918,,n.a.,,n.a.,,n.a.,,n.a.,,7594,,n.a.,,n.a.,,n.a.,,n.a.,,1065,,n.a.,,n.a.,,n.a.,,n.a.,,3320,,n.a.,,n.a.,,n.a.,,n.a.,,1836,,n.a.,,n.a.,,n.a.,,n.a.,,1373,,n.a.,,n.a.,,n.a.,,n.a.,,3677,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,4345,,n.a.,,n.a.,,n.a.,,n.a.,,2427,,n.a.,,n.a.,,n.a.,,n.a.,,27006,3927,23079,11979,667,1442
